Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Place of study
9,47,Yes,9,1,47,Library
3,83,No,8,4,65,Library
6,97,Yes,5,9,86,Library
8,79,Yes,8,9,75,Library
6,42,No,8,1,30,Library
2,52,No,6,0,26,Library
7,58,No,9,5,49,Library
2,73,No,8,9,52,Library
2,71,No,9,3,47,Library
2,88,No,5,4,64,Library
1,55,No,6,2,28,Library
1,75,No,5,9,48,Library
7,57,Yes,5,5,47,Library
5,53,Yes,6,3,37,Library
3,69,No,9,5,54,Library
1,41,Yes,5,4,18,Library
6,52,No,4,1,37,Library
1,66,Yes,9,3,41,Library
9,98,Yes,8,1,96,Library
2,92,No,6,4,69,Library
1,91,No,6,2,64,Library
7,56,No,9,5,48,Library
6,70,Yes,4,4,59,Library
6,54,Yes,4,1,39,Library
5,96,No,4,9,80,Library
4,59,Yes,4,7,38,Library
4,44,No,7,5,26,Library
3,46,Yes,6,8,27,Library
8,57,No,5,2,50,Library
7,95,Yes,6,3,89,Library
9,50,No,6,7,45,Library
1,71,No,6,6,42,Library
7,89,No,4,7,80,Library
4,66,Yes,4,8,48,Library
7,65,No,7,7,59,Library
1,76,Yes,9,7,53,Library
5,84,No,6,5,72,Library
3,67,No,8,1,46,Library
5,89,No,9,6,75,Library
4,41,Yes,7,3,25,Library
2,59,Yes,4,2,36,Library
4,43,Yes,6,3,24,Library
3,52,No,4,3,31,Library
1,63,Yes,9,2,39,Library
8,87,No,5,8,81,Library
5,77,No,4,2,63,Library
4,97,No,4,1,81,Library
5,79,No,7,0,63,Library
4,87,No,5,0,69,Library
3,84,Yes,9,4,66,Library
5,94,Yes,8,4,80,Library
4,68,No,8,8,52,Library
1,97,No,8,3,68,Library
3,75,Yes,6,4,57,Library
8,41,No,8,5,37,Library
7,80,No,6,9,68,Library
2,57,No,9,6,35,Library
1,88,No,9,8,65,Library
3,47,Yes,4,5,28,Library
5,97,No,8,0,82,Library
1,54,Yes,7,7,29,Library
3,80,Yes,9,1,62,Library
3,56,Yes,5,8,35,Library
5,62,Yes,5,6,51,Library
3,41,No,9,6,22,Library
9,45,No,4,9,42,Library
1,68,No,5,9,45,Library
4,66,Yes,5,4,48,Library
4,76,Yes,4,7,61,Library
1,88,Yes,4,9,59,Library
2,73,No,4,0,50,Library
1,57,No,7,2,33,Library
6,81,No,4,8,65,Library
3,49,Yes,4,0,26,Library
7,77,Yes,4,7,69,Library
5,98,No,9,5,87,Library
9,83,Yes,8,9,85,Library
7,56,Yes,9,4,46,Library
4,98,No,8,5,82,Library
5,52,Yes,7,4,36,Library
5,91,Yes,7,8,77,Library
5,99,No,5,1,85,Library
9,87,Yes,9,9,85,Library
3,81,Yes,8,5,62,Library
6,66,Yes,7,3,54,Library
8,92,Yes,7,2,89,Library
9,41,No,9,4,35,Library
7,73,No,5,1,65,Library
3,70,Yes,4,2,52,Library
1,62,No,6,6,37,Library
4,46,No,5,0,27,Library
6,77,No,6,1,60,Library
3,72,Yes,5,2,52,Library
1,51,Yes,5,9,28,Library
6,84,No,4,6,72,Library
1,51,No,7,3,23,Library
9,58,No,8,7,59,Library
1,48,No,5,7,20,Library
6,49,Yes,4,0,38,Library
1,56,No,6,4,31,Library
7,89,Yes,9,0,81,Library
3,79,Yes,9,6,66,Library
6,78,Yes,7,3,68,Library
7,80,Yes,9,7,75,Library
1,49,Yes,5,7,24,Library
1,51,Yes,6,8,26,Library
5,54,Yes,5,5,39,Library
6,70,No,9,6,61,Library
9,54,Yes,8,6,52,Library
1,67,No,9,4,38,Library
4,43,No,8,6,25,Library
8,75,No,9,8,73,Library
9,94,No,7,3,93,Library
3,40,No,6,1,16,Library
2,97,Yes,8,7,75,Library
4,83,Yes,4,6,64,Library
2,96,No,7,5,77,Library
1,73,No,5,6,44,Library
3,86,No,9,2,66,Library
7,56,Yes,6,5,48,Library
1,78,No,6,9,50,Library
2,77,Yes,9,6,56,Library
1,83,Yes,4,6,55,Library
8,90,No,8,4,83,Library
5,72,Yes,9,2,58,Library
8,99,Yes,6,1,93,Library
3,60,Yes,4,6,38,Library
7,65,No,4,3,55,Library
8,85,No,5,1,80,Library
6,75,No,4,7,64,Library
7,44,No,7,1,37,Library
2,72,No,6,5,49,Library
8,40,No,7,3,33,Library
5,92,No,4,8,78,Library
7,45,No,4,4,31,Library
1,76,Yes,7,3,53,Library
5,41,No,5,7,25,Library
1,96,Yes,4,2,69,Library
8,92,Yes,7,8,89,Library
4,98,No,7,7,80,Library
4,98,Yes,6,7,80,Library
2,44,Yes,5,9,22,Library
5,65,No,8,4,52,Library
1,80,Yes,7,0,59,Library
9,90,No,6,9,88,Library
5,92,Yes,8,8,81,Library
6,86,Yes,6,1,79,Library
2,52,No,6,0,28,Library
1,51,Yes,9,5,28,Library
4,44,Yes,5,0,19,Library
7,41,No,4,9,31,Library
6,98,No,5,9,87,Library
1,43,Yes,8,9,17,Library
1,98,Yes,9,6,75,Library
8,66,No,5,6,61,Library
4,89,Yes,4,0,72,Library
5,92,No,5,9,78,Library
7,49,No,5,4,36,Library
8,52,No,5,2,45,Library
7,83,Yes,7,1,74,Library
2,41,Yes,7,4,17,Library
4,65,Yes,5,4,47,Library
1,54,No,4,1,25,Library
9,85,Yes,4,5,81,Library
3,96,No,4,6,74,Library
3,49,Yes,4,0,30,Library
9,61,No,9,2,59,Library
3,79,No,9,3,60,Library
8,64,Yes,6,1,58,Library
2,54,No,5,9,28,Library
3,52,Yes,5,4,33,Library
2,47,Yes,6,3,30,Library
1,60,Yes,4,1,31,Library
2,60,Yes,8,0,36,Library
8,61,Yes,8,7,56,Library
9,85,No,6,1,82,Library
2,72,Yes,8,3,50,Library
7,84,No,7,9,76,Library
5,66,Yes,5,4,52,Library
3,79,No,8,1,60,Library
9,89,No,9,9,91,Library
6,61,Yes,9,8,52,Library
1,69,No,7,1,43,Library
5,48,Yes,5,5,32,Library
7,84,Yes,7,6,77,Library
4,74,Yes,5,5,55,Library
8,57,No,5,3,52,Library
5,81,No,8,0,68,Library
9,44,No,9,1,41,Library
9,66,No,6,9,63,Library
9,96,Yes,8,9,99,Library
1,45,Yes,4,5,17,Library
2,71,No,7,7,47,Library
3,47,No,4,2,24,Library
4,95,Yes,5,6,80,Library
9,78,No,8,8,79,Library
6,60,Yes,4,3,49,Library
1,57,No,4,6,27,Library
9,53,No,9,6,51,Library
6,54,No,4,9,41,Library
4,81,Yes,9,8,67,Library
4,65,Yes,9,2,48,Library
3,92,No,5,0,72,Library
7,83,No,9,7,75,Library
3,71,No,5,3,48,Library
2,78,No,9,1,58,Library
8,67,No,9,4,62,Library
4,99,No,5,3,83,Library
8,78,No,4,0,68,Library
1,82,No,7,6,55,Library
5,71,Yes,8,3,55,Library
9,52,Yes,8,7,49,Library
1,54,Yes,5,8,27,Library
4,57,Yes,4,7,38,Library
6,78,No,7,0,66,Library
8,45,Yes,6,7,37,Library
3,94,Yes,5,4,72,Library
5,50,No,6,0,34,Library
7,71,Yes,8,8,68,Library
1,79,Yes,8,8,56,Library
7,59,Yes,7,6,52,Library
8,72,Yes,7,6,67,Library
8,79,Yes,6,0,69,Library
9,47,No,8,8,45,Library
6,90,No,7,0,76,Library
6,74,No,7,6,65,Library
2,44,Yes,8,8,26,Library
3,74,Yes,8,8,54,Library
4,86,Yes,4,4,68,Library
4,53,No,9,5,34,Library
8,60,Yes,7,1,56,Library
1,86,Yes,6,1,63,Library
4,63,Yes,5,9,47,Library
4,56,Yes,5,8,40,Library
1,57,No,8,0,31,Library
3,73,No,9,9,56,Library
5,51,Yes,6,4,36,Library
6,55,No,4,6,41,Library
9,43,No,7,9,43,Library
9,64,No,4,5,61,Library
9,73,Yes,6,5,69,Library
1,67,No,4,5,44,Library
9,85,No,8,7,82,Library
8,50,Yes,5,6,48,Library
2,52,No,8,4,27,Library
1,70,No,7,9,45,Library
1,99,No,8,1,75,Library
6,64,Yes,6,9,54,Library
9,78,Yes,6,5,76,Library
7,49,No,7,9,44,Library
5,63,Yes,7,4,50,Library
2,40,Yes,5,3,17,Library
1,92,Yes,4,9,66,Library
2,64,No,5,4,42,Library
1,67,No,8,8,42,Library
3,75,Yes,4,1,56,Library
6,57,No,7,5,48,Library
8,45,Yes,6,8,40,Library
3,41,Yes,8,9,24,Library
9,42,No,5,4,38,Library
5,85,Yes,9,5,73,Library
7,47,Yes,9,9,40,Library
8,70,Yes,7,3,62,Library
3,87,Yes,4,4,65,Library
2,58,No,9,7,37,Library
2,89,Yes,4,0,68,Library
5,45,No,6,0,30,Library
1,53,Yes,7,9,31,Library
2,42,No,7,3,15,Library
9,87,Yes,8,9,89,Library
7,40,Yes,8,2,33,Library
6,83,No,4,4,72,Library
9,69,No,9,9,64,Library
7,85,Yes,9,7,78,Library
5,58,Yes,5,0,40,Library
9,93,Yes,4,4,91,Library
6,58,Yes,9,4,49,Library
6,48,Yes,8,1,38,Library
4,46,No,8,4,28,Library
1,85,No,8,7,62,Library
5,76,Yes,4,9,62,Library
9,89,No,7,6,89,Library
8,80,No,5,1,74,Library
8,92,Yes,5,5,85,Library
5,46,No,8,9,33,Library
9,48,Yes,6,0,41,Library
3,43,No,4,9,24,Library
3,64,No,9,9,47,Library
1,88,No,9,2,65,Library
9,51,No,7,5,50,Library
6,45,No,8,8,35,Library
2,57,Yes,6,0,30,Library
8,79,No,8,5,76,Library
9,60,Yes,6,1,55,Library
9,54,No,5,8,49,Library
2,42,No,6,1,19,Library
2,41,No,5,2,15,Library
7,95,Yes,5,1,86,Library
4,94,No,4,3,77,Library
1,80,No,6,3,55,Library
8,79,Yes,7,9,77,Library
2,98,Yes,7,0,74,Library
3,43,Yes,6,7,23,Library
5,71,No,4,4,56,Library
3,41,No,7,7,18,Library
7,85,No,8,5,76,Library
7,68,No,7,1,57,Library
2,41,Yes,4,6,13,Library
7,73,Yes,5,9,64,Library
6,66,No,5,8,54,Library
9,99,Yes,5,6,97,Library
9,93,Yes,4,4,89,Library
2,78,Yes,5,3,53,Library
7,83,No,5,7,74,Library
5,77,Yes,4,5,61,Library
6,57,No,8,4,41,Library
1,75,No,7,6,48,Library
7,58,No,4,2,48,Library
6,66,Yes,4,8,54,Library
4,84,Yes,6,3,67,Library
1,59,Yes,5,3,34,Library
9,60,Yes,9,7,60,Library
4,62,No,8,5,46,Library
2,69,No,9,0,45,Library
8,64,No,6,1,56,Library
2,70,Yes,8,8,49,Library
5,66,Yes,5,5,49,Library
6,73,Yes,9,6,65,Library
8,47,No,5,8,39,Library
1,58,No,5,2,33,Library
1,80,Yes,7,4,55,Library
4,65,No,8,4,50,Library
5,67,No,8,9,52,Library
9,43,Yes,6,6,43,Library
7,70,Yes,4,1,58,Library
7,55,No,5,3,45,Library
8,90,Yes,5,3,81,Library
5,49,No,9,7,36,Library
5,77,Yes,6,9,64,Library
1,87,No,8,2,57,Library
9,49,Yes,7,1,46,Library
6,84,Yes,8,8,76,Library
9,48,Yes,7,3,43,Library
3,78,No,7,8,58,Library
5,75,No,8,5,61,Library
2,90,Yes,9,0,72,Library
5,97,No,5,2,82,Library
8,75,No,7,6,69,Library
2,58,Yes,9,8,35,Library
8,99,Yes,6,7,91,Library
4,58,Yes,6,4,40,Library
1,51,No,7,7,26,Library
5,52,Yes,5,1,34,Library
1,64,No,7,2,35,Library
7,75,No,6,7,67,Library
8,64,No,6,8,60,Library
3,67,Yes,8,9,48,Library
3,81,Yes,5,7,62,Library
7,92,No,8,3,84,Library
4,78,No,9,5,67,Library
3,69,Yes,9,4,50,Library
8,44,Yes,9,3,42,Library
3,56,Yes,4,8,37,Library
7,57,Yes,9,9,50,Library
2,82,Yes,7,2,61,Library
1,86,Yes,8,0,61,Library
6,60,Yes,9,6,48,Library
8,61,Yes,5,9,56,Library
1,78,Yes,9,7,54,Library
9,89,No,7,2,86,Library
3,97,Yes,7,2,77,Library
3,96,Yes,7,5,77,Library
4,45,No,7,1,25,Library
1,89,Yes,7,5,67,Library
9,55,Yes,5,4,51,Library
3,41,No,4,6,20,Library
4,90,Yes,6,8,74,Library
1,40,No,4,8,12,Library
4,96,No,6,0,78,Library
1,69,Yes,8,6,48,Library
5,97,No,7,2,79,Library
5,82,No,8,3,66,Library
7,91,No,8,1,82,Library
8,76,No,6,0,67,Library
4,87,Yes,5,9,75,Library
7,62,No,7,2,52,Library
4,40,No,9,9,25,Library
3,58,Yes,8,8,39,Library
6,85,No,4,0,66,Library
4,42,Yes,7,2,24,Library
3,41,No,5,4,17,Library
9,95,Yes,7,2,93,Library
5,76,No,9,3,62,Library
7,56,Yes,9,3,47,Library
6,67,No,8,0,55,Library
5,57,Yes,4,5,41,Library
7,72,Yes,8,6,67,Library
6,54,Yes,5,6,43,Library
2,61,Yes,6,5,42,Library
3,80,Yes,9,6,64,Library
2,66,No,4,2,42,Library
3,94,No,9,4,77,Library
1,76,Yes,5,6,52,Library
8,71,Yes,5,9,62,Library
6,99,No,9,4,90,Library
2,84,No,8,9,60,Library
8,58,Yes,9,1,49,Library
6,67,No,8,5,54,Library
7,67,Yes,9,6,61,Library
1,95,Yes,8,1,67,Library
7,49,Yes,6,9,42,Library
3,59,No,7,7,43,Library
8,64,Yes,7,4,58,Library
6,60,No,8,7,50,Library
4,53,No,8,2,34,Library
8,61,No,6,1,51,Library
9,92,No,7,6,89,Library
2,65,Yes,6,4,41,Library
6,83,Yes,5,4,70,Library
5,50,No,9,7,35,Library
5,94,Yes,7,8,79,Library
3,46,No,8,7,26,Library
8,56,Yes,4,9,46,Library
8,57,Yes,5,1,51,Library
5,46,Yes,9,9,30,Library
8,95,Yes,4,6,88,Library
8,59,Yes,6,4,55,Library
3,77,Yes,9,6,60,Library
2,50,No,6,2,26,Library
9,83,Yes,6,3,85,Library
2,97,Yes,8,6,76,Library
9,55,Yes,6,1,53,Library
4,90,No,4,1,70,Library
2,94,Yes,5,0,64,Library
1,66,Yes,8,0,41,Library
4,90,Yes,5,0,73,Library
9,50,No,6,5,47,Library
9,55,Yes,7,4,49,Library
4,62,No,9,9,53,Library
9,99,No,8,7,95,Library
6,98,Yes,6,4,87,Library
1,51,Yes,8,0,26,Library
6,98,No,7,7,89,Library
9,79,No,4,5,73,Library
2,42,Yes,4,7,19,Library
6,41,Yes,9,1,33,Library
2,99,No,4,9,75,Library
4,77,No,7,7,59,Library
8,87,No,5,5,79,Library
7,91,No,7,0,82,Library
9,63,Yes,7,0,58,Library
7,68,No,6,9,61,Library
1,86,Yes,4,4,59,Library
2,85,No,8,6,63,Library
6,73,No,9,3,60,Library
7,59,Yes,5,9,55,Library
3,57,Yes,8,4,38,Library
9,53,Yes,6,9,49,Library
7,57,Yes,6,2,48,Library
6,41,No,5,1,24,Library
6,40,Yes,8,1,27,Library
1,59,Yes,5,4,34,Library
5,73,Yes,5,3,59,Library
3,80,No,4,1,60,Library
7,80,No,8,4,75,Library
3,87,Yes,4,9,67,Library
5,50,No,4,8,36,Library
7,66,No,9,7,60,Library
3,62,Yes,4,8,43,Library
2,77,No,7,8,52,Library
6,83,Yes,6,7,73,Library
8,42,Yes,6,8,36,Library
4,51,Yes,7,3,37,Library
9,69,No,5,7,66,Library
8,70,Yes,8,1,64,Library
7,62,No,8,8,54,Library
7,40,No,8,8,31,Library
3,80,No,4,2,59,Library
6,59,No,8,5,49,Library
5,93,Yes,8,6,80,Library
1,45,Yes,8,2,19,Library
3,50,No,6,4,27,Library
1,74,Yes,7,0,51,Library
4,43,No,9,2,25,Library
3,68,No,5,7,48,Library
4,98,Yes,7,2,82,Library
9,49,No,8,7,47,Library
3,90,Yes,5,8,70,Library
6,68,No,5,5,57,Library
6,77,No,7,6,69,Library
7,40,No,7,5,32,Library
9,79,No,7,7,78,Library
7,47,Yes,9,6,41,Library
1,96,No,7,9,72,Library
8,77,No,9,0,71,Library
5,56,Yes,4,2,44,Library
9,58,No,6,2,57,Library
5,72,No,9,2,57,Library
5,54,No,6,3,41,Library
2,84,No,8,0,62,Library
3,70,No,4,1,48,Library
9,60,No,5,4,59,Library
7,42,Yes,7,5,34,Library
1,41,No,8,8,17,Library
3,74,Yes,5,1,54,Library
2,80,No,6,8,55,Library
1,98,Yes,5,6,73,Library
9,55,Yes,7,8,50,Library
8,95,Yes,7,3,91,Library
5,84,Yes,9,6,73,Library
2,90,No,9,0,70,Library
1,98,No,6,7,74,Library
7,89,No,7,6,86,Library
2,60,Yes,4,6,34,Library
1,51,Yes,8,1,25,Library
2,67,Yes,6,9,47,Library
7,51,Yes,6,8,45,Library
7,72,Yes,5,7,62,Library
6,59,Yes,6,0,49,Library
5,79,Yes,8,0,62,Library
3,88,No,4,4,65,Library
3,60,Yes,5,1,40,Library
9,99,No,8,0,97,Library
4,91,No,9,9,79,Library
9,93,Yes,6,7,93,Library
4,78,Yes,7,3,60,Library
2,80,Yes,9,1,61,Library
4,88,Yes,7,4,73,Library
6,98,No,8,5,89,Library
6,81,Yes,4,7,71,Library
5,75,No,7,6,61,Library
1,61,Yes,8,6,39,Library
3,65,No,5,0,44,Library
5,46,No,6,2,32,Library
6,46,No,4,2,35,Library
1,47,No,4,6,20,Library
9,65,No,5,1,62,Library
3,63,Yes,4,9,42,Library
3,63,Yes,8,6,43,Library
2,79,Yes,4,8,56,Library
8,87,No,4,0,79,Library
3,51,Yes,4,1,30,Library
6,86,No,8,5,73,Library
2,47,No,9,1,25,Library
7,93,Yes,6,1,84,Library
4,48,No,7,4,27,Library
9,42,Yes,9,6,41,Library
9,93,No,4,3,92,Library
7,60,Yes,5,5,53,Library
8,70,No,5,2,63,Library
3,87,Yes,8,3,67,Library
5,86,Yes,6,3,74,Home
2,63,No,4,3,37,Home
7,43,No,8,0,33,Home
8,59,No,7,3,58,Home
9,55,Yes,6,3,55,Home
7,49,Yes,6,5,40,Home
8,82,No,8,8,79,Home
9,65,Yes,9,9,68,Home
6,68,Yes,5,5,57,Home
2,44,No,9,5,20,Home
2,50,Yes,6,6,28,Home
4,68,Yes,5,6,50,Home
9,84,Yes,6,0,80,Home
7,54,No,6,7,44,Home
2,45,Yes,6,0,19,Home
8,87,No,7,8,81,Home
7,54,Yes,5,3,46,Home
9,82,Yes,7,8,83,Home
8,59,Yes,5,7,58,Home
3,73,Yes,7,8,53,Home
1,99,Yes,7,5,73,Home
2,99,No,7,8,79,Home
2,41,Yes,8,3,15,Home
4,83,Yes,7,2,62,Home
6,55,Yes,9,2,46,Home
4,58,Yes,9,7,41,Home
9,73,No,6,1,68,Home
4,88,Yes,4,5,72,Home
6,53,Yes,7,8,43,Home
6,63,Yes,4,8,51,Home
1,67,Yes,4,7,38,Home
8,87,No,6,7,80,Home
3,71,No,4,0,48,Home
6,76,Yes,4,6,63,Home
3,49,Yes,9,0,31,Home
2,88,Yes,4,8,66,Home
5,84,Yes,5,2,69,Home
1,87,Yes,7,0,62,Home
9,48,No,7,7,49,Home
7,63,No,4,6,54,Home
3,75,Yes,6,1,57,Home
4,95,Yes,5,6,77,Home
6,68,Yes,6,4,56,Home
3,99,No,6,6,79,Home
7,68,Yes,4,9,60,Home
6,97,Yes,8,6,88,Home
9,87,No,4,1,83,Home
5,62,No,9,1,43,Home
4,66,Yes,8,6,48,Home
3,70,Yes,5,2,50,Home
1,82,Yes,8,3,61,Home
3,46,Yes,4,6,24,Home
3,88,No,4,1,71,Home
7,93,No,6,1,81,Home
7,84,Yes,4,8,76,Home
1,43,No,9,0,17,Home
3,53,Yes,4,2,30,Home
8,81,No,7,9,78,Home
9,81,Yes,7,3,78,Home
7,49,Yes,6,4,37,Home
7,98,No,8,2,86,Home
8,83,No,8,8,77,Home
6,73,No,7,4,63,Home
3,65,No,9,6,46,Home
1,62,No,5,6,38,Home
7,48,Yes,9,8,41,Home
1,76,Yes,7,1,51,Home
1,47,No,9,2,24,Home
9,92,Yes,5,3,88,Home
7,53,Yes,8,7,50,Home
4,46,Yes,7,0,30,Home
6,46,Yes,4,8,32,Home
1,48,No,5,4,18,Home
7,42,Yes,5,3,29,Home
6,53,Yes,5,7,41,Home
4,56,Yes,8,8,37,Home
7,89,Yes,9,2,85,Home
3,83,No,6,3,67,Home
1,61,Yes,4,0,30,Home
4,85,Yes,7,2,69,Home
3,65,Yes,9,9,43,Home
1,97,No,5,4,72,Home
2,67,No,8,7,47,Home
5,84,Yes,5,0,69,Home
8,53,Yes,9,0,48,Home
1,48,No,7,2,20,Home
4,90,Yes,4,8,73,Home
4,65,No,5,8,49,Home
5,41,Yes,8,0,26,Home
7,50,Yes,8,3,44,Home
8,56,No,6,7,49,Home
6,73,Yes,8,1,61,Home
1,58,Yes,6,3,28,Home
7,78,Yes,4,6,74,Home
3,57,No,7,6,33,Home
6,52,No,6,4,42,Home
8,44,Yes,5,6,39,Home
7,89,Yes,9,5,82,Home
6,62,Yes,5,1,48,Home
9,97,Yes,7,8,95,Home
9,95,No,8,4,92,Home
1,63,No,9,1,36,Home
1,68,No,5,5,37,Home
1,87,Yes,9,9,65,Home
8,86,Yes,6,4,82,Home
7,47,No,7,1,37,Home
3,65,Yes,5,9,45,Home
2,54,Yes,8,9,34,Home
4,96,No,9,6,78,Home
3,40,Yes,8,9,18,Home
7,67,No,9,1,59,Home
8,88,Yes,5,6,82,Home
6,86,Yes,7,5,75,Home
3,85,Yes,4,3,65,Home
6,53,Yes,5,3,40,Home
2,81,Yes,8,5,60,Home
7,73,No,4,8,67,Home
7,98,No,7,9,95,Home
4,70,Yes,8,5,56,Home
8,45,Yes,7,5,35,Home
4,88,No,9,0,73,Home
7,44,No,5,4,37,Home
4,70,Yes,7,0,53,Home
5,76,No,8,8,62,Home
7,54,No,5,9,44,Home
3,54,No,8,3,36,Home
5,91,Yes,8,1,76,Home
3,82,No,4,8,60,Home
5,44,No,6,5,28,Home
3,67,No,7,9,48,Home
7,72,No,7,2,62,Home
1,50,Yes,4,1,19,Home
9,82,No,9,5,80,Home
9,45,No,7,9,46,Home
5,62,No,4,5,47,Home
9,79,Yes,7,8,79,Home
6,41,Yes,7,4,27,Home
5,54,Yes,8,8,43,Home
3,62,No,4,4,43,Home
8,61,No,9,1,56,Home
4,48,No,7,0,27,Home
3,86,Yes,9,8,70,Home
6,79,No,6,9,70,Home
8,69,No,4,6,61,Home
9,55,Yes,4,2,53,Home
6,98,No,4,5,87,Home
5,85,No,8,9,68,Home
2,86,Yes,4,3,61,Home
2,91,Yes,8,8,70,Home
9,69,Yes,6,1,65,Home
2,84,Yes,5,3,61,Home
2,48,Yes,8,0,27,Home
3,40,No,7,6,22,Home
3,98,Yes,4,3,81,Home
4,77,No,5,4,60,Home
7,47,No,8,0,41,Home
9,98,Yes,9,1,98,Home
2,98,Yes,9,3,79,Home
4,91,No,7,1,77,Home
9,57,No,5,0,51,Home
2,66,No,6,9,43,Home
1,57,Yes,8,0,27,Home
8,71,No,9,5,69,Home
9,97,Yes,9,1,98,Home
7,88,No,8,2,80,Home
8,71,No,9,4,68,Home
4,92,No,6,2,76,Home
4,87,Yes,9,5,72,Home
2,84,Yes,8,6,64,Home
8,93,No,4,9,87,Home
2,75,No,9,5,53,Home
9,75,No,8,1,71,Home
4,60,Yes,4,8,40,Home
1,85,Yes,9,1,58,Home
4,71,Yes,9,5,55,Home
3,70,Yes,8,8,50,Home
6,76,Yes,7,8,64,Home
7,55,No,7,1,44,Home
8,85,No,5,8,79,Home
2,85,No,7,7,65,Home
6,53,Yes,6,6,37,Home
6,96,No,5,7,85,Home
5,63,Yes,7,9,48,Home
7,64,Yes,4,7,55,Home
3,85,No,8,0,64,Home
4,90,No,7,8,74,Home
9,74,Yes,4,5,67,Home
4,56,Yes,5,0,38,Home
3,85,No,8,0,65,Home
2,81,Yes,7,6,60,Home
5,84,Yes,5,9,72,Home
4,93,Yes,7,1,73,Home
8,43,No,5,5,34,Home
7,50,Yes,7,4,45,Home
6,86,Yes,4,4,75,Home
2,54,Yes,6,9,28,Home
3,69,Yes,4,5,48,Home
9,63,Yes,8,7,64,Home
9,41,Yes,7,4,42,Home
5,82,Yes,6,7,72,Home
3,73,No,6,4,52,Home
2,62,No,8,9,40,Home
8,70,No,8,5,61,Home
6,76,Yes,6,7,66,Home
7,52,No,8,1,43,Home
1,72,No,8,6,49,Home
1,46,Yes,7,2,16,Home
2,71,No,4,8,46,Home
3,46,Yes,9,9,28,Home
1,81,Yes,5,6,57,Home
5,77,Yes,6,2,62,Home
3,91,No,5,7,76,Home
1,83,Yes,6,9,56,Home
8,52,No,6,1,44,Home
6,63,Yes,4,9,49,Home
9,67,Yes,6,7,64,Home
3,71,No,6,6,52,Home
9,82,Yes,4,4,79,Home
9,57,No,8,3,52,Home
1,73,Yes,9,9,52,Home
3,87,Yes,5,9,71,Home
6,73,Yes,6,0,59,Home
8,90,Yes,4,3,90,Home
4,77,Yes,6,5,58,Home
5,40,Yes,4,5,25,Home
9,82,Yes,5,1,78,Home
6,89,Yes,7,8,77,Home
7,81,No,8,0,73,Home
7,70,No,7,3,61,Home
4,89,No,4,3,71,Home
4,99,Yes,6,1,82,Home
4,40,No,8,7,25,Home
5,90,No,5,1,76,Home
5,55,Yes,9,1,39,Home
8,97,No,8,1,91,Home
9,78,Yes,6,0,73,Home
2,54,No,7,4,34,Home
7,72,No,4,3,64,Home
1,62,No,7,1,36,Home
1,92,No,8,0,67,Home
4,80,No,9,0,63,Home
7,73,Yes,6,1,64,Home
2,56,No,4,0,29,Home
2,64,Yes,6,8,41,Home
1,95,No,6,1,70,Home
2,81,Yes,9,2,57,Home
7,45,No,8,8,36,Home
9,70,No,7,4,67,Home
6,44,No,6,7,29,Home
2,79,No,6,6,58,Home
9,79,No,6,5,77,Home
7,69,Yes,4,1,60,Home
1,44,No,6,3,16,Home
9,51,No,6,8,50,Home
2,46,Yes,8,6,25,Home
4,84,No,6,2,68,Home
9,52,No,9,5,52,Home
4,88,No,9,7,72,Home
3,43,No,6,7,21,Home
1,89,No,9,7,63,Home
7,81,Yes,8,7,74,Home
6,42,No,4,9,24,Home
4,51,Yes,9,5,33,Home
6,40,No,9,9,29,Home
6,66,No,7,2,53,Home
4,82,Yes,8,8,68,Home
6,89,No,9,2,75,Home
8,52,No,4,3,41,Home
3,56,Yes,7,9,34,Home
4,47,No,6,0,29,Home
1,71,No,8,1,44,Home
4,59,Yes,9,5,42,Home
9,90,Yes,6,0,90,Home
8,56,No,8,8,52,Home
4,73,No,7,7,55,Home
7,74,No,9,1,63,Home
3,74,Yes,4,1,56,Home
9,77,Yes,8,7,76,Home
4,81,No,4,7,62,Home
2,63,No,6,0,39,Home
5,93,No,6,4,78,Home
2,57,Yes,7,1,35,Home
6,89,Yes,7,0,74,Home
1,85,Yes,5,2,58,Home
6,87,No,5,2,72,Home
4,78,No,7,9,62,Home
3,72,No,9,8,52,Home
2,88,Yes,6,9,65,Home
7,62,No,4,0,50,Home
9,64,Yes,7,1,61,Home
3,76,No,9,8,57,Home
6,66,Yes,4,4,51,Home
9,40,No,5,8,37,Home
2,60,No,4,5,40,Home
7,98,Yes,7,9,91,Home
5,88,No,6,9,77,Home
5,49,Yes,7,2,31,Home
7,70,No,8,7,61,Home
9,83,No,9,8,85,Home
4,64,No,9,1,47,Home
9,59,Yes,9,8,57,Home
9,96,No,8,3,95,Home
4,41,Yes,8,7,23,Home
3,94,No,6,4,74,Home
2,87,No,9,5,67,Home
9,54,Yes,7,3,52,Home
2,67,No,8,4,50,Home
6,52,No,7,0,38,Home
5,89,Yes,5,2,76,Home
5,99,Yes,9,3,88,Home
4,91,No,8,0,73,Home
6,93,Yes,8,2,81,Home
5,53,Yes,6,3,41,Home
4,89,No,7,8,72,Home
9,41,Yes,6,2,39,Home
6,73,Yes,6,2,62,Home
3,74,No,7,3,54,Home
6,76,Yes,5,8,68,Home
1,64,Yes,7,8,40,Home
